Pathway	Article Count	Success Rate	Times Found	Total Occurrences
Proximal tubule bicarbonate reclamation	30	1.0	3	3
Proximal tubule bicarbonate reclamation	40	1.0	3	3
Proximal tubule bicarbonate reclamation	50	1.0	3	3
Proximal tubule bicarbonate reclamation	100	1.0	3	3
Proximal tubule bicarbonate reclamation	200	1.0	3	3
Proximal tubule bicarbonate reclamation	300	1.0	3	3
Proximal tubule bicarbonate reclamation	400	1.0	3	3
Proximal tubule bicarbonate reclamation	500	1.0	3	3
Proximal tubule bicarbonate reclamation	600	1.0	3	3
Proximal tubule bicarbonate reclamation	700	1.0	3	3
Proximal tubule bicarbonate reclamation	800	1.0	3	3
Proximal tubule bicarbonate reclamation	900	1.0	3	3
Purine metabolism	0	0.84	21	25
Purine metabolism	10	0.7391304347826086	17	23
Purine metabolism	20	0.75	15	20
Purine metabolism	30	0.7368421052631579	14	19
Purine metabolism	40	0.6666666666666666	12	18
Purine metabolism	50	0.7222222222222222	13	18
Purine metabolism	100	0.7777777777777778	14	18
Purine metabolism	200	0.6875	11	16
Purine metabolism	300	0.6428571428571429	9	14
Purine metabolism	400	0.6153846153846154	8	13
Purine metabolism	500	0.5833333333333334	7	12
Purine metabolism	600	0.5833333333333334	7	12
Purine metabolism	700	0.6363636363636364	7	11
Purine metabolism	800	0.6363636363636364	7	11
Purine metabolism	900	0.6363636363636364	7	11
Purine metabolism	1000	0.4	2	5
Pyrimidine metabolism	0	0.8571428571428571	6	7
Pyrimidine metabolism	10	0.8571428571428571	6	7
Pyrimidine metabolism	20	1.0	7	7
Pyrimidine metabolism	30	1.0	6	6
Pyrimidine metabolism	40	0.75	3	4
Pyrimidine metabolism	50	0.75	3	4
Pyrimidine metabolism	100	0.75	3	4
Pyrimidine metabolism	200	0.75	3	4
Pyrimidine metabolism	300	0.6666666666666666	2	3
Pyrimidine metabolism	400	0.0	0	1
Pyrimidine metabolism	500	0.0	0	1
Pyrimidine metabolism	600	0.0	0	1
Pyrimidine metabolism	700	0.0	0	1
Pyrimidine metabolism	800	0.0	0	1
Pyrimidine metabolism	900	0.0	0	1
Pyrimidine metabolism	1000	0.0	0	1
Pyruvate metabolism	0	1.0	9	9
Pyruvate metabolism	10	1.0	8	8
Pyruvate metabolism	20	1.0	7	7
Pyruvate metabolism	30	1.0	7	7
Pyruvate metabolism	40	1.0	7	7
Pyruvate metabolism	50	1.0	7	7
Pyruvate metabolism	100	1.0	7	7
Pyruvate metabolism	200	1.0	6	6
Pyruvate metabolism	300	1.0	6	6
Pyruvate metabolism	400	1.0	6	6
Pyruvate metabolism	500	1.0	3	3
Pyruvate metabolism	600	1.0	2	2
Pyruvate metabolism	700	1.0	2	2
Pyruvate metabolism	800	1.0	2	2
Pyruvate metabolism	900	1.0	2	2
RIG-I-like receptor signaling pathway	0	1.0	8	8
RIG-I-like receptor signaling pathway	10	1.0	7	7
RIG-I-like receptor signaling pathway	20	1.0	7	7
RIG-I-like receptor signaling pathway	30	1.0	7	7
RIG-I-like receptor signaling pathway	40	1.0	7	7
RIG-I-like receptor signaling pathway	50	1.0	7	7
RIG-I-like receptor signaling pathway	100	1.0	4	4
RIG-I-like receptor signaling pathway	200	1.0	3	3
RIG-I-like receptor signaling pathway	300	1.0	3	3
RIG-I-like receptor signaling pathway	400	1.0	3	3
RIG-I-like receptor signaling pathway	500	1.0	2	2
RIG-I-like receptor signaling pathway	600	1.0	2	2
RIG-I-like receptor signaling pathway	700	1.0	2	2
RIG-I-like receptor signaling pathway	800	1.0	1	1
RIG-I-like receptor signaling pathway	900	1.0	1	1
RIG-I-like receptor signaling pathway	1000	1.0	1	1
RNA degradation	0	0.8	4	5
RNA degradation	10	1.0	2	2
RNA degradation	20	1.0	2	2
RNA degradation	30	1.0	2	2
RNA degradation	40	1.0	2	2
RNA degradation	50	1.0	2	2
RNA degradation	100	1.0	2	2
RNA degradation	200	1.0	1	1
RNA degradation	300	1.0	1	1
RNA polymerase	0	1.0	3	3
RNA polymerase	10	0.5	1	2
RNA polymerase	20	0.5	1	2
RNA polymerase	30	1.0	2	2
RNA polymerase	40	1.0	2	2
RNA polymerase	50	1.0	2	2
RNA polymerase	100	0.5	1	2
RNA polymerase	200	1.0	2	2
RNA polymerase	300	1.0	2	2
RNA polymerase	400	1.0	2	2
RNA polymerase	500	1.0	2	2
RNA polymerase	600	1.0	2	2
RNA polymerase	700	1.0	2	2
RNA polymerase	800	1.0	1	1
RNA polymerase	900	1.0	1	1
Rap1 signaling pathway	0	0.8	8	10
Rap1 signaling pathway	10	0.7777777777777778	7	9
Rap1 signaling pathway	20	0.75	6	8
Rap1 signaling pathway	30	0.75	6	8
Rap1 signaling pathway	40	0.7142857142857143	5	7
Rap1 signaling pathway	50	0.7142857142857143	5	7
Rap1 signaling pathway	100	0.6666666666666666	4	6
Rap1 signaling pathway	200	0.8	4	5
Rap1 signaling pathway	300	0.8	4	5
Rap1 signaling pathway	400	0.75	3	4
Rap1 signaling pathway	500	0.75	3	4
Rap1 signaling pathway	600	0.75	3	4
Rap1 signaling pathway	700	0.75	3	4
Rap1 signaling pathway	800	0.75	3	4
Rap1 signaling pathway	900	0.75	3	4
Rap1 signaling pathway	1000	0.0	0	1
Ras signaling pathway	0	0.9230769230769231	12	13
Ras signaling pathway	10	0.9230769230769231	12	13
Ras signaling pathway	20	0.9166666666666666	11	12
Ras signaling pathway	30	0.9166666666666666	11	12
Ras signaling pathway	40	0.9090909090909091	10	11
Ras signaling pathway	50	0.9	9	10
Ras signaling pathway	100	0.875	7	8
Ras signaling pathway	200	0.875	7	8
Ras signaling pathway	300	0.875	7	8
Ras signaling pathway	400	0.8571428571428571	6	7
Ras signaling pathway	500	0.8333333333333334	5	6
Ras signaling pathway	600	0.8	4	5
Ras signaling pathway	700	0.8	4	5
Ras signaling pathway	800	0.8	4	5
Ras signaling pathway	900	0.8	4	5
Regulation of actin cytoskeleton	0	0.8461538461538461	22	26
Regulation of actin cytoskeleton	10	0.88	22	25
Regulation of actin cytoskeleton	20	0.8695652173913043	20	23
Regulation of actin cytoskeleton	30	0.8695652173913043	20	23
Regulation of actin cytoskeleton	40	0.7619047619047619	16	21
Regulation of actin cytoskeleton	50	0.8	16	20
Regulation of actin cytoskeleton	100	0.8333333333333334	15	18
Regulation of actin cytoskeleton	200	0.9333333333333333	14	15
Regulation of actin cytoskeleton	300	0.8571428571428571	12	14
Regulation of actin cytoskeleton	400	0.8461538461538461	11	13
Regulation of actin cytoskeleton	500	0.8461538461538461	11	13
Regulation of actin cytoskeleton	600	0.9166666666666666	11	12
Regulation of actin cytoskeleton	700	0.9	9	10
Regulation of actin cytoskeleton	800	0.8888888888888888	8	9
Regulation of actin cytoskeleton	900	0.8888888888888888	8	9
Regulation of actin cytoskeleton	1000	1.0	3	3
Regulation of lipolysis in adipocytes	0	0.875	7	8
Regulation of lipolysis in adipocytes	10	1.0	8	8
Regulation of lipolysis in adipocytes	20	0.875	7	8
Regulation of lipolysis in adipocytes	30	0.875	7	8
Regulation of lipolysis in adipocytes	40	0.875	7	8
Regulation of lipolysis in adipocytes	50	0.875	7	8
Regulation of lipolysis in adipocytes	100	0.8333333333333334	5	6
Regulation of lipolysis in adipocytes	200	0.8	4	5
Regulation of lipolysis in adipocytes	300	0.8	4	5
Regulation of lipolysis in adipocytes	400	0.75	3	4
Regulation of lipolysis in adipocytes	500	0.6666666666666666	2	3
Regulation of lipolysis in adipocytes	600	0.6666666666666666	2	3
Regulation of lipolysis in adipocytes	700	0.6666666666666666	2	3
Regulation of lipolysis in adipocytes	800	0.6666666666666666	2	3
Regulation of lipolysis in adipocytes	900	0.6666666666666666	2	3
Regulation of lipolysis in adipocytes	1000	0.5	1	2
Relaxin signaling pathway	0	1.0	7	7
Relaxin signaling pathway	10	0.8333333333333334	5	6
Relaxin signaling pathway	20	1.0	6	6
Relaxin signaling pathway	30	1.0	6	6
Relaxin signaling pathway	40	1.0	6	6
Relaxin signaling pathway	50	1.0	6	6
Relaxin signaling pathway	100	1.0	7	7
Relaxin signaling pathway	200	1.0	7	7
Relaxin signaling pathway	300	1.0	7	7
Relaxin signaling pathway	400	1.0	7	7
Relaxin signaling pathway	500	1.0	7	7
Relaxin signaling pathway	600	1.0	7	7
Relaxin signaling pathway	700	1.0	6	6
Relaxin signaling pathway	800	1.0	6	6
Relaxin signaling pathway	900	1.0	5	5
Relaxin signaling pathway	1000	1.0	5	5
Renal cell carcinoma	0	1.0	1	1
Renal cell carcinoma	10	1.0	1	1
Renal cell carcinoma	20	1.0	1	1
Renal cell carcinoma	30	1.0	1	1
Renal cell carcinoma	40	1.0	1	1
Renal cell carcinoma	50	1.0	1	1
Renal cell carcinoma	100	1.0	1	1
Renal cell carcinoma	200	1.0	1	1
Renal cell carcinoma	300	1.0	1	1
Renal cell carcinoma	400	1.0	1	1
Renal cell carcinoma	500	1.0	1	1
Renal cell carcinoma	600	1.0	1	1
Renin secretion	0	0.75	3	4
Renin secretion	10	0.5	2	4
Renin secretion	20	0.5	2	4
Renin secretion	30	0.5	2	4
Renin secretion	40	0.5	2	4
Renin secretion	50	0.5	2	4
Renin secretion	100	0.5	2	4
Renin secretion	200	0.3333333333333333	1	3
Renin secretion	300	0.5	1	2
Renin secretion	400	0.5	1	2
Renin secretion	500	0.5	1	2
Renin secretion	600	0.5	1	2
Renin secretion	700	0.5	1	2
Renin secretion	800	0.5	1	2
Renin secretion	900	0.5	1	2
Renin secretion	1000	1.0	1	1
Renin-angiotensin system	0	1.0	6	6
Renin-angiotensin system	10	1.0	6	6
Renin-angiotensin system	20	1.0	6	6
Renin-angiotensin system	30	1.0	6	6
Renin-angiotensin system	40	1.0	6	6
Renin-angiotensin system	50	1.0	6	6
Renin-angiotensin system	100	1.0	6	6
Renin-angiotensin system	200	1.0	4	4
Renin-angiotensin system	300	1.0	4	4
Renin-angiotensin system	400	1.0	3	3
Renin-angiotensin system	500	1.0	3	3
Renin-angiotensin system	600	1.0	3	3
Renin-angiotensin system	700	1.0	3	3
Renin-angiotensin system	800	1.0	3	3
Renin-angiotensin system	900	1.0	3	3
Renin-angiotensin system	1000	1.0	3	3
Retinol metabolism	0	0.8	4	5
Retinol metabolism	10	1.0	4	4
Retinol metabolism	20	1.0	4	4
Retinol metabolism	30	1.0	4	4
Retinol metabolism	40	1.0	4	4
Retinol metabolism	50	1.0	4	4
Retinol metabolism	100	1.0	4	4
Retinol metabolism	200	1.0	3	3
Retinol metabolism	300	1.0	3	3
Retinol metabolism	400	1.0	2	2
Retinol metabolism	500	1.0	2	2
Retinol metabolism	600	1.0	2	2
Retinol metabolism	700	1.0	2	2
Retinol metabolism	800	1.0	2	2
Retinol metabolism	900	1.0	2	2
Retrograde endocannabinoid signaling	0	1.0	4	4
Retrograde endocannabinoid signaling	10	1.0	4	4
Retrograde endocannabinoid signaling	20	1.0	4	4
Retrograde endocannabinoid signaling	30	1.0	4	4
Retrograde endocannabinoid signaling	40	1.0	4	4
Retrograde endocannabinoid signaling	50	1.0	4	4
Retrograde endocannabinoid signaling	100	1.0	4	4
Retrograde endocannabinoid signaling	200	1.0	4	4
Retrograde endocannabinoid signaling	300	1.0	4	4
Retrograde endocannabinoid signaling	400	1.0	4	4
Retrograde endocannabinoid signaling	500	1.0	4	4
Retrograde endocannabinoid signaling	600	1.0	4	4
Retrograde endocannabinoid signaling	700	1.0	4	4
Retrograde endocannabinoid signaling	800	1.0	4	4
Retrograde endocannabinoid signaling	900	1.0	4	4
Retrograde endocannabinoid signaling	1000	1.0	3	3
Riboflavin metabolism	0	0.75	3	4
Riboflavin metabolism	10	0.6666666666666666	2	3
Riboflavin metabolism	20	0.5	1	2
Riboflavin metabolism	30	0.5	1	2
Riboflavin metabolism	40	0.5	1	2
Riboflavin metabolism	50	0.5	1	2
Riboflavin metabolism	100	0.5	1	2
Riboflavin metabolism	200	0.0	0	1
Riboflavin metabolism	300	0.0	0	1
Riboflavin metabolism	400	0.0	0	1
Riboflavin metabolism	500	0.0	0	1
Riboflavin metabolism	600	0.0	0	1
Riboflavin metabolism	700	0.0	0	1
Riboflavin metabolism	800	0.0	0	1
Riboflavin metabolism	900	0.0	0	1
Ribosome	0	0.75	3	4
Ribosome	10	0.75	3	4
Ribosome	20	0.75	3	4
Ribosome	30	0.75	3	4
Ribosome	40	0.75	3	4
Ribosome	50	0.75	3	4
Ribosome	100	0.75	3	4
Ribosome	200	0.75	3	4
Ribosome	300	0.75	3	4
Ribosome	400	0.6666666666666666	2	3
Ribosome	500	0.6666666666666666	2	3
Ribosome	600	0.5	1	2
Ribosome	700	0.5	1	2
Ribosome	800	0.5	1	2
Ribosome	900	0.5	1	2
Ribosome	1000	0.0	0	1
Ribosome biogenesis in eukaryotes	0	0.9166666666666666	11	12
Ribosome biogenesis in eukaryotes	10	0.8181818181818182	9	11
Ribosome biogenesis in eukaryotes	20	0.7777777777777778	7	9
Ribosome biogenesis in eukaryotes	30	0.8888888888888888	8	9
Ribosome biogenesis in eukaryotes	40	0.8571428571428571	6	7
Ribosome biogenesis in eukaryotes	50	0.8571428571428571	6	7
Ribosome biogenesis in eukaryotes	100	0.8571428571428571	6	7
Ribosome biogenesis in eukaryotes	200	0.8571428571428571	6	7
Ribosome biogenesis in eukaryotes	300	0.8571428571428571	6	7
Ribosome biogenesis in eukaryotes	400	0.8571428571428571	6	7
Ribosome biogenesis in eukaryotes	500	0.8571428571428571	6	7
Ribosome biogenesis in eukaryotes	600	0.8571428571428571	6	7
Ribosome biogenesis in eukaryotes	700	0.8333333333333334	5	6
Ribosome biogenesis in eukaryotes	800	0.8	4	5
Ribosome biogenesis in eukaryotes	900	0.75	3	4
Ribosome biogenesis in eukaryotes	1000	0.0	0	1
SNARE interactions in vesicular transport	0	0.75	3	4
SNARE interactions in vesicular transport	10	0.3333333333333333	1	3
SNARE interactions in vesicular transport	20	0.3333333333333333	1	3
SNARE interactions in vesicular transport	30	0.0	0	2
SNARE interactions in vesicular transport	40	0.0	0	2
SNARE interactions in vesicular transport	50	0.0	0	2
SNARE interactions in vesicular transport	100	0.0	0	2
SNARE interactions in vesicular transport	200	0.0	0	2
SNARE interactions in vesicular transport	300	0.0	0	2
SNARE interactions in vesicular transport	400	0.5	1	2
SNARE interactions in vesicular transport	500	0.0	0	1
SNARE interactions in vesicular transport	600	0.0	0	1
SNARE interactions in vesicular transport	700	0.0	0	1
SNARE interactions in vesicular transport	800	0.0	0	1
SNARE interactions in vesicular transport	900	0.0	0	1
SNARE interactions in vesicular transport	1000	0.0	0	1
Selenocompound metabolism	0	1.0	2	2
Selenocompound metabolism	10	0.5	1	2
Selenocompound metabolism	20	0.5	1	2
Selenocompound metabolism	30	0.5	1	2
Selenocompound metabolism	40	0.5	1	2
Selenocompound metabolism	50	0.5	1	2
Selenocompound metabolism	100	1.0	2	2
Selenocompound metabolism	200	1.0	2	2
Selenocompound metabolism	300	1.0	1	1
Selenocompound metabolism	400	1.0	1	1
Selenocompound metabolism	500	1.0	1	1
Selenocompound metabolism	600	1.0	1	1
Selenocompound metabolism	700	1.0	1	1
Selenocompound metabolism	800	1.0	1	1
Selenocompound metabolism	900	1.0	1	1
Selenocompound metabolism	1000	1.0	1	1
Serotonergic synapse	0	1.0	2	2
Serotonergic synapse	10	1.0	1	1
Serotonergic synapse	20	1.0	1	1
Serotonergic synapse	30	1.0	1	1
Serotonergic synapse	40	1.0	1	1
Serotonergic synapse	50	1.0	1	1
Serotonergic synapse	100	1.0	2	2
Serotonergic synapse	200	1.0	2	2
Serotonergic synapse	300	1.0	2	2
Serotonergic synapse	400	1.0	2	2
Serotonergic synapse	500	1.0	2	2
Serotonergic synapse	600	1.0	2	2
Serotonergic synapse	700	1.0	2	2
Serotonergic synapse	800	1.0	2	2
Serotonergic synapse	900	1.0	2	2
Serotonergic synapse	1000	1.0	2	2
Signaling pathways regulating pluripotency of stem cells	0	1.0	17	17
Signaling pathways regulating pluripotency of stem cells	10	0.9230769230769231	12	13
Signaling pathways regulating pluripotency of stem cells	20	0.9	9	10
Signaling pathways regulating pluripotency of stem cells	30	1.0	11	11
Signaling pathways regulating pluripotency of stem cells	40	1.0	11	11
Signaling pathways regulating pluripotency of stem cells	50	1.0	11	11
Signaling pathways regulating pluripotency of stem cells	100	1.0	10	10
Signaling pathways regulating pluripotency of stem cells	200	1.0	9	9
Signaling pathways regulating pluripotency of stem cells	300	1.0	9	9
Signaling pathways regulating pluripotency of stem cells	400	1.0	9	9
Signaling pathways regulating pluripotency of stem cells	500	1.0	8	8
Signaling pathways regulating pluripotency of stem cells	600	1.0	7	7
Signaling pathways regulating pluripotency of stem cells	700	1.0	7	7
Signaling pathways regulating pluripotency of stem cells	800	1.0	7	7
Signaling pathways regulating pluripotency of stem cells	900	1.0	6	6
Signaling pathways regulating pluripotency of stem cells	1000	1.0	4	4
Sphingolipid metabolism	0	0.9333333333333333	14	15
Sphingolipid metabolism	10	0.9285714285714286	13	14
Sphingolipid metabolism	20	1.0	13	13
Sphingolipid metabolism	30	1.0	13	13
Sphingolipid metabolism	40	1.0	13	13
Sphingolipid metabolism	50	1.0	13	13
Sphingolipid metabolism	100	1.0	13	13
Sphingolipid metabolism	200	1.0	13	13
Sphingolipid metabolism	300	1.0	13	13
Sphingolipid metabolism	400	1.0	13	13
Sphingolipid metabolism	500	1.0	13	13
Sphingolipid metabolism	600	1.0	13	13
Sphingolipid metabolism	700	1.0	13	13
Sphingolipid metabolism	800	1.0	13	13
Sphingolipid metabolism	900	1.0	13	13
Sphingolipid metabolism	1000	1.0	3	3
Sphingolipid signaling pathway	0	1.0	5	5
Sphingolipid signaling pathway	10	0.75	3	4
Sphingolipid signaling pathway	20	0.75	3	4
Sphingolipid signaling pathway	30	1.0	4	4
Sphingolipid signaling pathway	40	1.0	4	4
Sphingolipid signaling pathway	50	1.0	4	4
Sphingolipid signaling pathway	100	0.75	3	4
Sphingolipid signaling pathway	200	1.0	4	4
Sphingolipid signaling pathway	300	1.0	4	4
Sphingolipid signaling pathway	400	1.0	4	4
Sphingolipid signaling pathway	500	1.0	4	4
Sphingolipid signaling pathway	600	1.0	4	4
Sphingolipid signaling pathway	700	1.0	4	4
Sphingolipid signaling pathway	800	1.0	4	4
Sphingolipid signaling pathway	900	1.0	4	4
Spliceosome	0	0.9090909090909091	10	11
Spliceosome	10	0.8181818181818182	9	11
Spliceosome	20	0.7777777777777778	7	9
Spliceosome	30	0.8888888888888888	8	9
Spliceosome	40	0.8571428571428571	6	7
Spliceosome	50	0.8333333333333334	5	6
Spliceosome	100	0.8333333333333334	5	6
Spliceosome	200	0.8333333333333334	5	6
Spliceosome	300	0.8333333333333334	5	6
Spliceosome	400	1.0	4	4
Spliceosome	500	1.0	4	4
Spliceosome	600	1.0	4	4
Spliceosome	700	1.0	4	4
Spliceosome	800	1.0	4	4
Spliceosome	900	1.0	4	4
Spliceosome	1000	1.0	1	1
Starch and sucrose metabolism	0	0.9444444444444444	17	18
Starch and sucrose metabolism	10	0.7222222222222222	13	18
Starch and sucrose metabolism	20	0.8235294117647058	14	17
Starch and sucrose metabolism	30	0.9375	15	16
Starch and sucrose metabolism	40	0.9375	15	16
Starch and sucrose metabolism	50	0.9375	15	16
Starch and sucrose metabolism	100	0.9333333333333333	14	15
Starch and sucrose metabolism	200	1.0	13	13
Starch and sucrose metabolism	300	1.0	13	13
Starch and sucrose metabolism	400	1.0	13	13
Starch and sucrose metabolism	500	1.0	12	12
Starch and sucrose metabolism	600	1.0	12	12
Starch and sucrose metabolism	700	1.0	12	12
Starch and sucrose metabolism	800	1.0	12	12
Starch and sucrose metabolism	900	1.0	12	12
Starch and sucrose metabolism	1000	1.0	2	2
Steroid biosynthesis	0	1.0	14	14
Steroid biosynthesis	10	1.0	12	12
Steroid biosynthesis	20	1.0	11	11
Steroid biosynthesis	30	1.0	8	8
Steroid biosynthesis	40	1.0	8	8
Steroid biosynthesis	50	1.0	8	8
Steroid biosynthesis	100	1.0	7	7
Steroid biosynthesis	200	1.0	5	5
Steroid biosynthesis	300	1.0	4	4
Steroid biosynthesis	400	1.0	4	4
Steroid biosynthesis	500	1.0	3	3
Steroid biosynthesis	600	1.0	3	3
Steroid biosynthesis	700	1.0	3	3
Steroid biosynthesis	800	1.0	3	3
Steroid biosynthesis	900	1.0	2	2
Steroid hormone biosynthesis	0	0.8333333333333334	10	12
Steroid hormone biosynthesis	10	0.6666666666666666	8	12
Steroid hormone biosynthesis	20	0.8333333333333334	10	12
Steroid hormone biosynthesis	30	0.8181818181818182	9	11
Steroid hormone biosynthesis	40	0.7	7	10
Steroid hormone biosynthesis	50	0.7	7	10
Steroid hormone biosynthesis	100	0.6666666666666666	6	9
Steroid hormone biosynthesis	200	0.6666666666666666	6	9
Steroid hormone biosynthesis	300	0.75	6	8
Steroid hormone biosynthesis	400	0.75	6	8
Steroid hormone biosynthesis	500	0.75	6	8
Steroid hormone biosynthesis	600	0.75	6	8
Steroid hormone biosynthesis	700	0.75	6	8
Steroid hormone biosynthesis	800	0.75	6	8
Steroid hormone biosynthesis	900	0.75	6	8
Steroid hormone biosynthesis	1000	0.75	3	4
Sulfur metabolism	0	0.75	3	4
Sulfur metabolism	10	0.5	1	2
Sulfur metabolism	20	0.5	1	2
Sulfur metabolism	30	0.5	1	2
Sulfur metabolism	40	0.5	1	2
Sulfur metabolism	50	0.5	1	2
Sulfur metabolism	100	1.0	2	2
Sulfur metabolism	200	1.0	1	1
Synaptic vesicle cycle	0	0.9	9	10
Synaptic vesicle cycle	10	0.6666666666666666	6	9
Synaptic vesicle cycle	20	0.8333333333333334	5	6
Synaptic vesicle cycle	30	1.0	6	6
Synaptic vesicle cycle	40	1.0	6	6
Synaptic vesicle cycle	50	1.0	6	6
Synaptic vesicle cycle	100	1.0	6	6
Synaptic vesicle cycle	200	0.8333333333333334	5	6
Synaptic vesicle cycle	300	0.8	4	5
Synaptic vesicle cycle	400	0.8	4	5
Synaptic vesicle cycle	500	0.8	4	5
Synaptic vesicle cycle	600	1.0	3	3
Synaptic vesicle cycle	700	1.0	3	3
Synaptic vesicle cycle	800	0.6666666666666666	2	3
Synaptic vesicle cycle	900	0.6666666666666666	2	3
Synaptic vesicle cycle	1000	1.0	2	2
T cell receptor signaling pathway	0	0.9230769230769231	12	13
T cell receptor signaling pathway	10	1.0	11	11
T cell receptor signaling pathway	20	0.9090909090909091	10	11
T cell receptor signaling pathway	30	0.9090909090909091	10	11
T cell receptor signaling pathway	40	0.9166666666666666	11	12
T cell receptor signaling pathway	50	0.9166666666666666	11	12
T cell receptor signaling pathway	100	0.9090909090909091	10	11
T cell receptor signaling pathway	200	0.8181818181818182	9	11
T cell receptor signaling pathway	300	0.8181818181818182	9	11
T cell receptor signaling pathway	400	0.6	6	10
T cell receptor signaling pathway	500	0.6	6	10
T cell receptor signaling pathway	600	1.0	10	10
T cell receptor signaling pathway	700	0.9	9	10
T cell receptor signaling pathway	800	1.0	10	10
T cell receptor signaling pathway	900	1.0	10	10
T cell receptor signaling pathway	1000	1.0	6	6
TGF-beta signaling pathway	0	1.0	31	31
TGF-beta signaling pathway	10	0.9629629629629629	26	27
TGF-beta signaling pathway	20	0.9629629629629629	26	27
TGF-beta signaling pathway	30	0.96	24	25
TGF-beta signaling pathway	40	0.96	24	25
TGF-beta signaling pathway	50	0.9583333333333334	23	24
TGF-beta signaling pathway	100	0.9523809523809523	20	21
TGF-beta signaling pathway	200	0.9444444444444444	17	18
TGF-beta signaling pathway	300	1.0	16	16
TGF-beta signaling pathway	400	1.0	15	15
TGF-beta signaling pathway	500	1.0	14	14
TGF-beta signaling pathway	600	1.0	14	14
TGF-beta signaling pathway	700	1.0	13	13
TGF-beta signaling pathway	800	1.0	11	11
TGF-beta signaling pathway	900	1.0	10	10
TGF-beta signaling pathway	1000	1.0	4	4
TNF signaling pathway	0	0.9090909090909091	10	11
TNF signaling pathway	10	1.0	8	8
TNF signaling pathway	20	1.0	8	8
TNF signaling pathway	30	1.0	7	7
TNF signaling pathway	40	1.0	6	6
TNF signaling pathway	50	1.0	5	5
TNF signaling pathway	100	1.0	4	4
TNF signaling pathway	200	1.0	4	4
TNF signaling pathway	300	1.0	3	3
TNF signaling pathway	400	1.0	3	3
TNF signaling pathway	500	1.0	3	3
TNF signaling pathway	600	1.0	3	3
TNF signaling pathway	700	1.0	3	3
TNF signaling pathway	800	1.0	3	3
TNF signaling pathway	900	1.0	3	3
TNF signaling pathway	1000	1.0	2	2
Taurine and hypotaurine metabolism	0	0.0	0	1
Taurine and hypotaurine metabolism	20	0.0	0	1
Taurine and hypotaurine metabolism	30	0.0	0	1
Taurine and hypotaurine metabolism	40	0.0	0	1
Taurine and hypotaurine metabolism	50	0.0	0	1
Terpenoid backbone biosynthesis	0	1.0	4	4
Terpenoid backbone biosynthesis	10	1.0	4	4
Terpenoid backbone biosynthesis	20	1.0	4	4
Terpenoid backbone biosynthesis	30	1.0	4	4
Terpenoid backbone biosynthesis	40	1.0	4	4
Terpenoid backbone biosynthesis	50	1.0	4	4
Terpenoid backbone biosynthesis	100	1.0	4	4
Terpenoid backbone biosynthesis	200	1.0	3	3
Terpenoid backbone biosynthesis	300	1.0	2	2
Terpenoid backbone biosynthesis	400	1.0	2	2
Terpenoid backbone biosynthesis	500	1.0	2	2
Terpenoid backbone biosynthesis	600	1.0	1	1
Terpenoid backbone biosynthesis	700	1.0	1	1
Terpenoid backbone biosynthesis	800	1.0	1	1
Terpenoid backbone biosynthesis	900	1.0	1	1
Th1 and Th2 cell differentiation	0	0.7777777777777778	7	9
Th1 and Th2 cell differentiation	10	0.8333333333333334	5	6
Th1 and Th2 cell differentiation	20	0.7142857142857143	5	7
Th1 and Th2 cell differentiation	30	0.7142857142857143	5	7
Th1 and Th2 cell differentiation	40	0.625	5	8
Th1 and Th2 cell differentiation	50	0.625	5	8
Th1 and Th2 cell differentiation	100	0.625	5	8
Th1 and Th2 cell differentiation	200	0.7142857142857143	5	7
Th1 and Th2 cell differentiation	300	0.7142857142857143	5	7
Th1 and Th2 cell differentiation	400	0.5714285714285714	4	7
Th1 and Th2 cell differentiation	500	0.5714285714285714	4	7
Th1 and Th2 cell differentiation	600	0.7142857142857143	5	7
Th1 and Th2 cell differentiation	700	0.7142857142857143	5	7
Th1 and Th2 cell differentiation	800	0.8571428571428571	6	7
Th1 and Th2 cell differentiation	900	0.8571428571428571	6	7
Th1 and Th2 cell differentiation	1000	0.8333333333333334	5	6
Th17 cell differentiation	0	0.9333333333333333	14	15
Th17 cell differentiation	10	0.9166666666666666	11	12
Th17 cell differentiation	20	1.0	13	13
Th17 cell differentiation	30	1.0	13	13
Th17 cell differentiation	40	0.9285714285714286	13	14
Th17 cell differentiation	50	0.9285714285714286	13	14
Th17 cell differentiation	100	0.9285714285714286	13	14
Th17 cell differentiation	200	0.9230769230769231	12	13
Th17 cell differentiation	300	0.9230769230769231	12	13
Th17 cell differentiation	400	0.8461538461538461	11	13
Th17 cell differentiation	500	0.8461538461538461	11	13
Th17 cell differentiation	600	0.9230769230769231	12	13
Th17 cell differentiation	700	0.9230769230769231	12	13
Th17 cell differentiation	800	1.0	13	13
Th17 cell differentiation	900	1.0	12	12
Th17 cell differentiation	1000	1.0	6	6
Thermogenesis	0	1.0	8	8
Thermogenesis	10	1.0	7	7
Thermogenesis	20	1.0	7	7
Thermogenesis	30	1.0	7	7
Thermogenesis	40	1.0	6	6
Thermogenesis	50	1.0	6	6
Thermogenesis	100	0.8333333333333334	5	6
Thermogenesis	200	1.0	6	6
Thermogenesis	300	1.0	6	6
Thermogenesis	400	1.0	5	5
Thermogenesis	500	1.0	5	5
Thermogenesis	600	1.0	5	5
Thermogenesis	700	1.0	5	5
Thermogenesis	800	1.0	5	5
Thermogenesis	900	1.0	5	5
